Table_Title,Page,ARV_Drug,Other_Drug,Interaction_Effect,Recommendations,Additional_Details
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),36,Boosted Elvitegravir (EVG),,,,"None: • Suvorexant is a CYP3A substrate.
• COBI inhibits CYP3A. | None_1: Avoid concomitant use or use lowest effective dose (may increase
somnolence, dizziness, and risk of sleep hangover)."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),36,Boosted Elvitegravir (EVG),,,,"None: These drugs are CYP3A substrates and may be increased by
strong inhibitors of this enzyme. | None_1: • Zolpidem: Administer lowest possible dose of zolpidem;
monitor for adverse effects.
• Eszopiclone: Start with 1 mg of eszopiclone at bedtime and
titrate slowly to achieve clinical effect."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),36,Boosted Elvitegravir (EVG),,,,"None: Coadministration may significantly reduce concentrations of ARVs
through induction of CYP450 system. | None_1: • Coadministration is not recommended; use alternative
anticonvulsant.
• If benefit of use outweighs risk, monitor carefully for efficacy
and toxicity.
• Perform TDM."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),37,Boosted Elvitegravir (EVG),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),37,Boosted Elvitegravir (EVG),,,,"None: Eletriptan is a CYP3A substrate and concentrations may be
increased if given with strong inhibitors of this enzyme. | None_1: Do not coadminister; use alternative triptan medication."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),37,Boosted Elvitegravir (EVG),,,,"None: Complex mechanisms of metabolism and formation of both active
and inactive metabolites create interactions of unclear
significance between these drugs and boosted EVG. | None_1: Monitor for signs of opiate toxicity and analgesic effect and dose
these analgesics accordingly."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),37,Boosted Elvitegravir (EVG),,,,"None: Tramadol exposure is increased with CYP3A inhibition, but this
reduces conversion to the more potent active metabolite seen
when tramadol is metabolized by CYP2D6. | None_1: When tramadol is given with COBI or RTV, monitoring for
tramadol-related adverse effects and analgesic effect may be
required as clinically indicated; adjust tramadol dosage if needed."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),37,Boosted Elvitegravir (EVG),,,,"None: Drospirenone: Concomitant use may cause hyperkalemia. | None_1: • Ethinyl estradiol, norgestimate and metabolites;
norethindrone: Weigh risks and benefits; consider alternative
contraceptive methods.
• Drospirenone: Monitor for hyperkalemia; consider alternative
contraceptive methods or alternative ARV.
• Etonogestrel: No data available; consider alternative or
additional contraceptive methods or alternative ARV."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),37,Boosted Elvitegravir (EVG),,,,"None: Everolimus, sirolimus, cyclosporine, tacrolimus: Metabolism
decreased by boosted EVG. | None_1: • Everolimus, sirolimus: Do not use with boosted EVG.
• Cyclosporine, tacrolimus: Dose based on TDM; monitor closely
for adverse effects."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),37,Boosted Elvitegravir (EVG),,,,"None: • Rifabutin: CYP3A induction is expected to decrease EVG levels.
• Rifampin, rifapentine: CYP3A induction reduces EVG
bioavailability. | None_1: • Rifabutin: Concomitant use is not recommended. When
concomitant use cannot be avoided, dose rifabutin at 150 mg 3
times per week, and monitor for response to EVG-containing
regimen.
• Rifampin, rifapentine: Concurrent use with boosted EVG is not
recommended."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),37,Boosted Elvitegravir (EVG),,,,"None: • Molnupiravir and monoclonal antibodies do not affect
CYP450, P-gP, or other drug metabolism transporters.
• Nirmatrelvir/RTV: Inhibition of CYP3A4, P-gP, and other
transporters may increase plasma concentrations of other
medications. | None_1: • Molnupiravir, monoclonal antibodies: Drug interactions are
unlikely.
• Nirmatrelvir/RTV: Patients on RTV- or COBI-containing
regimens should continue treatment as indicated. Monitor for
increased EVG-related adverse effects."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),37,Boosted Elvitegravir (EVG),,,,"None: • Brincidofovir is a substrate for OATP1B1, OATP1B3.
• Tecovirimat is a weak inducer of CYP3A and weak inhibitor of
CYP2C8 and CYP2C19. | None_1: • Brincidofovir: Coadministration with EVG/COBI will likely
increase brincidofovir levels. Consider avoiding concurrent
EVG/COBI if possible. If unable to change EVG/COBI, monitor
for brincidofovir-related adverse effects, e.g., LFT elevations,
hyperbilirubinemia, diarrhea, or other GI adverse effects.
Postpone EVG/COBI dosing for at least 3 hours after
brincidofovir administration."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),38,Boosted Elvitegravir (EVG),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),38,Boosted Elvitegravir (EVG),,,,"None_1: • Tecovirimat may reduce EVG/COBI levels, though effects are
not likely to be clinically relevant. No dose adjustment in either
drug is necessary."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),38,Boosted Elvitegravir (EVG),,,,"None: • Methylphenidate, amphetamine, dextroamphetamine:
CYP2D6 inhibition may increase drug concentrations with
concurrent RTV use. Less effect found with COBI.
• Modafinil: CYP3A4 induction may reduce EVG and COBI levels. | None_1: • Methylphenidate, amphetamine, dextroamphetamine may
increase risk of serotonin syndrome when used concurrently
with RTV and other serotonergic medications; interaction may
be less significant with COBI. Consider using lower initial dose
and monitor for serotonin syndrome.
• Modafinil: Avoid concurrent use due to potential loss of
virologic response."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),38,Boosted Elvitegravir (EVG),,,,"None: • Methylphenidate, amphetamine, dextroamphetamine:
CYP2D6 inhibition may increase drug concentrations with
concurrent RTV use. Less effect found with COBI.
• Modafinil: CYP3A4 induction may reduce EVG and COBI levels. | None_1: • Methylphenidate, amphetamine, dextroamphetamine may
increase risk of serotonin syndrome when used concurrently
with RTV and other serotonergic medications; interaction may
be less significant with COBI. Consider using lower initial dose
and monitor for serotonin syndrome.
• Modafinil: Avoid concurrent use due to potential loss of
virologic response."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),38,Boosted Elvitegravir (EVG),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),38,Boosted Elvitegravir (EVG),,,,"None: RAL chelates with cations, forming insoluble compounds that
inactivate both drugs. | None_1: • Aluminum-magnesium hydroxide antacids: Concomitant use
is contraindicated; use alternative acid-reducing agent.
• Calcium carbonate antacids:
‒ RAL HD once per day is contraindicated.
‒ RAL 400 mg twice per day: No dose adjustment or
separation is necessary.
• Other polyvalent cations: Administer at least 2 hours before or
6 hours after."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),38,Boosted Elvitegravir (EVG),,,,"None: Coadministration with strong UGT1A1 inducers (phenytoin,
phenobarbital, etc.) may decrease RAL concentrations. | None_1: Coadministration with strong UGT1A1 inducers is not
recommended."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),38,Boosted Elvitegravir (EVG),,,,"None: • Rifabutin: No clinically significant interactions are expected.
• Rifampin: CYP3A4 induction reduces RAL bioavailability.
• Rifapentine: Induction of metabolism may reduce RAL
metabolism. | None_1: • Rifabutin: No dose adjustments are necessary.
• Rifampin:
‒ When used concomitantly, dose RAL at 800 mg twice per
day instead of 400 mg twice per day.
‒ Do not use RAL HD."
Table 9: Raltegravir (RAL) Interactions (also see prescribing information),39,Raltegravir (RAL),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 9: Raltegravir (RAL) Interactions (also see prescribing information),39,Raltegravir (RAL),,,,"None_1: • Rifapentine:
‒ For 900 mg once-weekly rifapentine and RAL 400 mg twice
daily, no dose adjustments are necessary.
‒ Do not coadminister RAL with once-daily rifapentine."
Table 9: Raltegravir (RAL) Interactions (also see prescribing information),39,Raltegravir (RAL),,,,"None_1: • Rifapentine:
‒ For 900 mg once-weekly rifapentine and RAL 400 mg twice
daily, no dose adjustments are necessary.
‒ Do not coadminister RAL with once-daily rifapentine."
Table 9: Raltegravir (RAL) Interactions (also see prescribing information),39,Raltegravir (RAL),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 9: Raltegravir (RAL) Interactions (also see prescribing information),39,Raltegravir (RAL),,,,"None: DOR is a CYP3A substrate, and as such, drugs that affect its
metabolism affect its concentrations. | None_1: • Avoid concomitant use if possible.
• Dose adjustments of DOR are not recommended.
• Consider alternative concomitant agents."
Table 9: Raltegravir (RAL) Interactions (also see prescribing information),39,Raltegravir (RAL),,,,"None: Coadministration may significantly reduce ARV concentrations
through induction of CYP450 system. | None_1: • Coadministration is not recommended; use alternative
anticonvulsant.
• If benefit of use outweighs risk, monitor carefully for efficacy
and toxicity.
• Perform TDM if use cannot be avoided."
Table 9: Raltegravir (RAL) Interactions (also see prescribing information),39,Raltegravir (RAL),,,,"None: • Rifabutin: CYP3A induction is expected to decrease DOR levels.
• Rifampin, rifapentine: CYP3A induction reduces DOR
bioavailability. | None_1: • Rifabutin: When used concomitantly, increase DOR to 100 mg
twice per day.
• Rifampin, rifapentine:
‒ Concomitant use is contraindicated.
‒ After stopping rifampin or rifapentine, wait 4 weeks before
starting DOR."
Table 9: Raltegravir (RAL) Interactions (also see prescribing information),39,Raltegravir (RAL),,,,"None: Tecovirimat is weak inducer of CYP3A and weak inhibitor of
CYP2C8 and CYP2C19; use may potentially increase or decrease
plasma concentrations of other medications. | None_1: Tecovirimat may reduce NNRTI levels, though effects are not
likely to be clinically relevant. No dose adjustment in either drug
is necessary."
Table 9: Raltegravir (RAL) Interactions (also see prescribing information),39,Raltegravir (RAL),,,,"None: Modafinil: CYP3A4 induction may reduce NNRTI levels. | None_1: Modafinil: Avoid concurrent use due to potential loss of virologic
response."
Table 9: Raltegravir (RAL) Interactions (also see prescribing information),39,Raltegravir (RAL),,,,"None: Modafinil: CYP3A4 induction may reduce NNRTI levels. | None_1: Modafinil: Avoid concurrent use due to potential loss of virologic
response."
Table 10: Doravirine (DOR) Interactions (also see prescribing information),40,Doravirine (DOR),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 10: Doravirine (DOR) Interactions (also see prescribing information),40,Doravirine (DOR),,,,None: Mechanism of Action | None_1: Clinical Comments
